"written_rep_a"	"lex_entry_a"	"sense_a"	"trans"	"sense_b"	"lex_entry_b"	"written_rep_b"	"POS"
"argentino"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/argentino-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/argentino_argentino-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/argentino_argentino-adj-es-sense-argentino_argentino-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/argentino_argentino-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/argentino-adj-an"	"argentino"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"armonioso"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/armonioso-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/armonioso_armonioso-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/armonioso_armonioso-adj-es-sense-armonioso_armonioso-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/armonioso_armonioso-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/armonioso-adj-an"	"armonioso"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"arqueológico"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/arqueol%C3%B3gico-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/arqueol%C3%B3gico_arqueol%C3%B3gico-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/arqueol%C3%B3gico_arqueol%C3%B3gico-adj-es-sense-arqueol%C3%B3gico_arqueol%C3%B3gico-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/arqueol%C3%B3gico_arqueol%C3%B3gico-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/arqueol%C3%B3gico-adj-an"	"arqueológico"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"artístico"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/art%C3%ADstico-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/art%C3%ADstico_art%C3%ADstico-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/art%C3%ADstico_art%C3%ADstico-adj-es-sense-art%C3%ADstico_art%C3%ADstico-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/art%C3%ADstico_art%C3%ADstico-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/art%C3%ADstico-adj-an"	"artístico"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"australiano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/australiano-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/australiano_australiano-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/australiano_australiano-adj-es-sense-australiano_australiano-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/australiano_australiano-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/australiano-adj-an"	"australiano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"austriaco"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/austriaco-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/austriaco_austriaco-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/austriaco_austriaco-adj-es-sense-austriaco_austriaco-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/austriaco_austriaco-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/austriaco-adj-an"	"austriaco"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"austríaco"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/austr%C3%ADaco-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/austr%C3%ADaco_austr%C3%ADaco-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/austr%C3%ADaco_austr%C3%ADaco-adj-es-sense-austr%C3%ADaco_austr%C3%ADaco-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/austr%C3%ADaco_austr%C3%ADaco-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/austr%C3%ADaco-adj-an"	"austríaco"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"automático"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/autom%C3%A1tico-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/autom%C3%A1tico_autom%C3%A1tico-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/autom%C3%A1tico_autom%C3%A1tico-adj-es-sense-autom%C3%A1tico_autom%C3%A1tico-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/autom%C3%A1tico_autom%C3%A1tico-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/autom%C3%A1tico-adj-an"	"automático"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"bacteriano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/bacteriano-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bacteriano_bacteriano-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bacteriano_bacteriano-adj-es-sense-bacteriano_bacteriano-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bacteriano_bacteriano-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/bacteriano-adj-an"	"bacteriano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"barroco"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/barroco-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/barroco_barroco-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/barroco_barroco-adj-es-sense-barroco_barroco-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/barroco_barroco-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/barroco-adj-an"	"barroco"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"basto"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/basto-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/basto_basto-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/basto_basto-adj-es-sense-basto_basto-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/basto_basto-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/basto-adj-an"	"basto"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"bélico"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/b%C3%A9lico-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/b%C3%A9lico_b%C3%A9lico-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/b%C3%A9lico_b%C3%A9lico-adj-es-sense-b%C3%A9lico_b%C3%A9lico-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/b%C3%A9lico_b%C3%A9lico-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/b%C3%A9lico-adj-an"	"bélico"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"binario"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/binario-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/binario_binario-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/binario_binario-adj-es-sense-binario_binario-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/binario_binario-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/binario-adj-an"	"binario"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"bizantino"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/bizantino-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bizantino_bizantino-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bizantino_bizantino-adj-es-sense-bizantino_bizantino-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bizantino_bizantino-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/bizantino-adj-an"	"bizantino"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"bovino"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/bovino-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bovino_bovino-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bovino_bovino-adj-es-sense-bovino_bovino-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bovino_bovino-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/bovino-adj-an"	"bovino"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"brasileño"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/brasile%C3%B1o-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/brasile%C3%B1o_brasile%C3%B1o-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/brasile%C3%B1o_brasile%C3%B1o-adj-es-sense-brasile%C3%B1o_brasile%C3%B1o-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/brasile%C3%B1o_brasile%C3%B1o-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/brasile%C3%B1o-adj-an"	"brasileño"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"brusco"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/brusco-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/brusco_brusco-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/brusco_brusco-adj-es-sense-brusco_brusco-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/brusco_brusco-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/brusco-adj-an"	"brusco"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"bruto"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/bruto-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bruto_bruto-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bruto_bruto-adj-es-sense-bruto_bruto-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/bruto_bruto-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/bruto-adj-an"	"bruto"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"burdo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/burdo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/burdo_burdo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/burdo_burdo-adj-es-sense-burdo_burdo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/burdo_burdo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/burdo-adj-an"	"burdo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"cálcico"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/c%C3%A1lcico-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/c%C3%A1lcico_c%C3%A1lcico-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/c%C3%A1lcico_c%C3%A1lcico-adj-es-sense-c%C3%A1lcico_c%C3%A1lcico-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/c%C3%A1lcico_c%C3%A1lcico-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/c%C3%A1lcico-adj-an"	"cálcico"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"calificativo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/calificativo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/calificativo_calificativo-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/calificativo_calificativo-adj-es-sense-calificativo_calificativo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/calificativo_calificativo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/calificativo-adj-an"	"calificativo"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"californiano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/californiano-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/californiano_californiano-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/californiano_californiano-adj-es-sense-californiano_californiano-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/californiano_californiano-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/californiano-adj-an"	"californiano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"campechano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/campechano-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/campechano_campechano-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/campechano_campechano-adj-es-sense-campechano_campechano-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/campechano_campechano-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/campechano-adj-an"	"campechano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"canario"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/canario-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/canario_canario-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/canario_canario-adj-es-sense-canario_canario-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/canario_canario-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/canario-adj-an"	"canario"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"caótico"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/ca%C3%B3tico-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ca%C3%B3tico_ca%C3%B3tico-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ca%C3%B3tico_ca%C3%B3tico-adj-es-sense-ca%C3%B3tico_ca%C3%B3tico-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/ca%C3%B3tico_ca%C3%B3tico-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/ca%C3%B3tico-adj-an"	"caótico"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"caro"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/caro-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caro_caro-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caro_caro-adj-es-sense-caro_caro-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/caro_caro-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/caro-adj-an"	"caro"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"claro"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/claro-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/claro_claro-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/claro_claro-adj-es-sense-claro_claro-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/claro_claro-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/claro-adj-an"	"claro"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"clásico"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/cl%C3%A1sico-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cl%C3%A1sico_cl%C3%A1sico-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cl%C3%A1sico_cl%C3%A1sico-adj-es-sense-cl%C3%A1sico_cl%C3%A1sico-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cl%C3%A1sico_cl%C3%A1sico-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/cl%C3%A1sico-adj-an"	"clásico"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"otro"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/otro-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/otro_atro-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/otro_atro-adj-es-sense-atro_otro-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/atro_otro-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/atro-adj-an"	"atro"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"cosa"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/cosa-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cosa_cosa-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cosa_cosa-n-es-sense-cosa_cosa-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/cosa_cosa-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/cosa-n-an"	"cosa"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"francés"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/franc%C3%A9s-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/franc%C3%A9s_franc%C3%A9s-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/franc%C3%A9s_franc%C3%A9s-n-es-sense-franc%C3%A9s_franc%C3%A9s-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/franc%C3%A9s_franc%C3%A9s-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/franc%C3%A9s-n-an"	"francés"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"santo"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/santo-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/santo_sant-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/santo_sant-adj-es-sense-sant_santo-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/sant_santo-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/sant-adj-an"	"sant"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"masculino"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/masculino-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/masculino_mascul%C3%ADn-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/masculino_mascul%C3%ADn-adj-es-sense-mascul%C3%ADn_masculino-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/mascul%C3%ADn_masculino-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/mascul%C3%ADn-adj-an"	"masculín"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"femenino"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/femenino-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/femenino_femen%C3%ADn-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/femenino_femen%C3%ADn-adj-es-sense-femen%C3%ADn_femenino-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/femen%C3%ADn_femenino-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/femen%C3%ADn-adj-an"	"femenín"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"español"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/espa%C3%B1ol-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/espa%C3%B1ol_espa%C3%B1ol-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/espa%C3%B1ol_espa%C3%B1ol-adj-es-sense-espa%C3%B1ol_espa%C3%B1ol-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/espa%C3%B1ol_espa%C3%B1ol-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/espa%C3%B1ol-adj-an"	"español"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"español"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/espa%C3%B1ol-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/espa%C3%B1ol_espanyol-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/espa%C3%B1ol_espanyol-n-es-sense-espanyol_espa%C3%B1ol-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/espanyol_espa%C3%B1ol-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/espanyol-n-an"	"espanyol"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"español"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/espa%C3%B1ol-n-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/espa%C3%B1ol_espa%C3%B1ol-n-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/espa%C3%B1ol_espa%C3%B1ol-n-es-sense-espa%C3%B1ol_espa%C3%B1ol-n-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/espa%C3%B1ol_espa%C3%B1ol-n-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/espa%C3%B1ol-n-an"	"español"	"http://www.lexinfo.net/ontology/2.0/lexinfo#noun"
"primero"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/primero-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/primero_primer-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/primero_primer-adj-es-sense-primer_primero-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/primer_primero-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/primer-adj-an"	"primer"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"catalán"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/catal%C3%A1n-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/catal%C3%A1n_catal%C3%A1n-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/catal%C3%A1n_catal%C3%A1n-adj-es-sense-catal%C3%A1n_catal%C3%A1n-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/catal%C3%A1n_catal%C3%A1n-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/catal%C3%A1n-adj-an"	"catalán"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
"italiano"	"http://linguistic.linkeddata.es/id/apertium/lexiconES/italiano-adj-es"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/italiano_italiano-adj-es-sense"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/italiano_italiano-adj-es-sense-italiano_italiano-adj-an-sense-trans"	"http://linguistic.linkeddata.es/id/apertium/tranSetES-AN/italiano_italiano-adj-an-sense"	"http://linguistic.linkeddata.es/id/apertium/lexiconAN/italiano-adj-an"	"italiano"	"http://www.lexinfo.net/ontology/2.0/lexinfo#adjective"
